detector_id,timestamp,intensity,speed,lon,lat
D001,2026-05-19 04:00:00,41,47.3,60.1204,57.9102
D001,2026-05-19 05:00:00,177,39.5,60.1204,57.9102
D001,2026-05-19 06:00:00,229,44.7,60.1204,57.9102
D001,2026-05-19 07:00:00,320,38.5,60.1204,57.9102
D001,2026-05-19 08:00:00,346,37.3,60.1204,57.9102
D001,2026-05-19 09:00:00,340,36.1,60.1204,57.9102
D001,2026-05-19 10:00:00,249,37.2,60.1204,57.9102
D001,2026-05-19 11:00:00,171,43.9,60.1204,57.9102
D001,2026-05-19 12:00:00,116,46.3,60.1204,57.9102
D001,2026-05-19 13:00:00,113,42.2,60.1204,57.9102
D001,2026-05-19 14:00:00,142,47.2,60.1204,57.9102
D001,2026-05-19 15:00:00,193,43.2,60.1204,57.9102
D001,2026-05-19 16:00:00,250,39.2,60.1204,57.9102
D001,2026-05-19 17:00:00,321,35.3,60.1204,57.9102
D001,2026-05-19 18:00:00,393,33.9,60.1204,57.9102
D001,2026-05-19 19:00:00,369,34.4,60.1204,57.9102
D001,2026-05-19 20:00:00,260,41.5,60.1204,57.9102
D001,2026-05-19 21:00:00,176,38.4,60.1204,57.9102
D001,2026-05-19 22:00:00,165,43.0,60.1204,57.9102
D001,2026-05-19 23:00:00,83,45.1,60.1204,57.9102
D001,2026-05-20 00:00:00,27,50.9,60.1204,57.9102
D001,2026-05-20 01:00:00,21,46.0,60.1204,57.9102
D001,2026-05-20 02:00:00,18,45.0,60.1204,57.9102
D001,2026-05-20 03:00:00,22,44.1,60.1204,57.9102
D001,2026-05-20 04:00:00,19,43.8,60.1204,57.9102
D001,2026-05-20 05:00:00,133,39.8,60.1204,57.9102
D001,2026-05-20 06:00:00,217,38.7,60.1204,57.9102
D001,2026-05-20 07:00:00,286,38.8,60.1204,57.9102
D001,2026-05-20 08:00:00,345,34.7,60.1204,57.9102
D001,2026-05-20 09:00:00,299,40.8,60.1204,57.9102
D001,2026-05-20 10:00:00,231,40.8,60.1204,57.9102
D001,2026-05-20 11:00:00,114,42.5,60.1204,57.9102
D001,2026-05-20 12:00:00,90,43.8,60.1204,57.9102
D001,2026-05-20 13:00:00,132,41.8,60.1204,57.9102
D001,2026-05-20 14:00:00,151,40.4,60.1204,57.9102
D001,2026-05-20 15:00:00,198,37.5,60.1204,57.9102
D001,2026-05-20 16:00:00,259,39.7,60.1204,57.9102
D001,2026-05-20 17:00:00,352,35.1,60.1204,57.9102
D001,2026-05-20 18:00:00,412,32.4,60.1204,57.9102
D001,2026-05-20 19:00:00,334,30.0,60.1204,57.9102
D001,2026-05-20 20:00:00,295,36.7,60.1204,57.9102
D001,2026-05-20 21:00:00,166,45.0,60.1204,57.9102
D001,2026-05-20 22:00:00,164,42.4,60.1204,57.9102
D001,2026-05-20 23:00:00,97,45.5,60.1204,57.9102
D001,2026-05-21 00:00:00,23,44.6,60.1204,57.9102
D001,2026-05-21 01:00:00,53,41.4,60.1204,57.9102
D001,2026-05-21 02:00:00,44,47.4,60.1204,57.9102
D001,2026-05-21 03:00:00,72,46.1,60.1204,57.9102
D001,2026-05-21 04:00:00,10,45.8,60.1204,57.9102
D001,2026-05-21 05:00:00,161,43.0,60.1204,57.9102
D001,2026-05-21 06:00:00,244,35.0,60.1204,57.9102
D001,2026-05-21 07:00:00,302,39.3,60.1204,57.9102
D001,2026-05-21 08:00:00,374,38.7,60.1204,57.9102
D001,2026-05-21 09:00:00,301,39.7,60.1204,57.9102
D001,2026-05-21 10:00:00,257,41.5,60.1204,57.9102
D001,2026-05-21 11:00:00,173,43.6,60.1204,57.9102
D001,2026-05-21 12:00:00,115,40.7,60.1204,57.9102
D001,2026-05-21 13:00:00,143,42.1,60.1204,57.9102
D001,2026-05-21 14:00:00,142,41.7,60.1204,57.9102
D001,2026-05-21 15:00:00,181,42.0,60.1204,57.9102
D001,2026-05-21 16:00:00,245,39.4,60.1204,57.9102
D001,2026-05-21 17:00:00,347,35.4,60.1204,57.9102
D001,2026-05-21 18:00:00,364,36.7,60.1204,57.9102
D001,2026-05-21 19:00:00,376,33.2,60.1204,57.9102
D001,2026-05-21 20:00:00,285,39.8,60.1204,57.9102
D001,2026-05-21 21:00:00,140,41.3,60.1204,57.9102
D001,2026-05-21 22:00:00,130,45.1,60.1204,57.9102
D001,2026-05-21 23:00:00,126,44.5,60.1204,57.9102
D001,2026-05-22 00:00:00,46,44.4,60.1204,57.9102
D001,2026-05-22 01:00:00,21,44.6,60.1204,57.9102
D001,2026-05-22 02:00:00,31,46.6,60.1204,57.9102
D001,2026-05-22 03:00:00,38,45.0,60.1204,57.9102
D001,2026-05-22 04:00:00,54,48.1,60.1204,57.9102
D001,2026-05-22 05:00:00,188,42.9,60.1204,57.9102
D001,2026-05-22 06:00:00,230,41.3,60.1204,57.9102
D001,2026-05-22 07:00:00,319,35.2,60.1204,57.9102
D001,2026-05-22 08:00:00,369,38.6,60.1204,57.9102
D001,2026-05-22 09:00:00,343,35.8,60.1204,57.9102
D001,2026-05-22 10:00:00,232,40.6,60.1204,57.9102
D001,2026-05-22 11:00:00,160,43.6,60.1204,57.9102
D001,2026-05-22 12:00:00,127,43.0,60.1204,57.9102
D001,2026-05-22 13:00:00,156,42.8,60.1204,57.9102
D001,2026-05-22 14:00:00,143,44.8,60.1204,57.9102
D001,2026-05-22 15:00:00,190,41.9,60.1204,57.9102
D001,2026-05-22 16:00:00,262,36.0,60.1204,57.9102
D001,2026-05-22 17:00:00,342,33.3,60.1204,57.9102
D001,2026-05-22 18:00:00,381,31.8,60.1204,57.9102
D001,2026-05-22 19:00:00,359,36.8,60.1204,57.9102
D001,2026-05-22 20:00:00,268,38.2,60.1204,57.9102
D001,2026-05-22 21:00:00,195,36.7,60.1204,57.9102
D001,2026-05-22 22:00:00,122,43.3,60.1204,57.9102
D001,2026-05-22 23:00:00,129,43.2,60.1204,57.9102
D001,2026-05-23 00:00:00,10,47.9,60.1204,57.9102
D001,2026-05-23 01:00:00,16,45.1,60.1204,57.9102
D001,2026-05-23 02:00:00,30,46.5,60.1204,57.9102
D001,2026-05-23 03:00:00,47,47.8,60.1204,57.9102
D001,2026-05-23 04:00:00,40,47.3,60.1204,57.9102
D001,2026-05-23 05:00:00,100,42.4,60.1204,57.9102
D001,2026-05-23 06:00:00,137,49.4,60.1204,57.9102
D001,2026-05-23 07:00:00,202,40.3,60.1204,57.9102
D001,2026-05-23 08:00:00,242,38.7,60.1204,57.9102
D001,2026-05-23 09:00:00,211,36.4,60.1204,57.9102
D001,2026-05-23 10:00:00,145,39.8,60.1204,57.9102
D001,2026-05-23 11:00:00,113,42.5,60.1204,57.9102
D001,2026-05-23 12:00:00,80,45.6,60.1204,57.9102
D001,2026-05-23 13:00:00,79,47.2,60.1204,57.9102
D001,2026-05-23 14:00:00,95,45.1,60.1204,57.9102
D001,2026-05-23 15:00:00,111,45.5,60.1204,57.9102
D001,2026-05-23 16:00:00,182,42.4,60.1204,57.9102
D001,2026-05-23 17:00:00,252,38.6,60.1204,57.9102
D001,2026-05-23 18:00:00,276,37.3,60.1204,57.9102
D001,2026-05-23 19:00:00,271,40.4,60.1204,57.9102
D001,2026-05-23 20:00:00,198,38.3,60.1204,57.9102
D001,2026-05-23 21:00:00,115,42.4,60.1204,57.9102
D001,2026-05-23 22:00:00,97,45.5,60.1204,57.9102
D001,2026-05-23 23:00:00,72,48.0,60.1204,57.9102
D001,2026-05-24 00:00:00,25,42.7,60.1204,57.9102
D001,2026-05-24 01:00:00,16,41.7,60.1204,57.9102
D001,2026-05-24 02:00:00,11,46.4,60.1204,57.9102
D001,2026-05-24 03:00:00,14,46.8,60.1204,57.9102
D001,2026-05-24 04:00:00,20,46.0,60.1204,57.9102
D001,2026-05-24 05:00:00,142,45.6,60.1204,57.9102
D001,2026-05-24 06:00:00,142,45.7,60.1204,57.9102
D001,2026-05-24 07:00:00,192,39.4,60.1204,57.9102
D001,2026-05-24 08:00:00,276,33.2,60.1204,57.9102
D001,2026-05-24 09:00:00,232,37.0,60.1204,57.9102
D001,2026-05-24 10:00:00,160,41.9,60.1204,57.9102
D001,2026-05-24 11:00:00,146,41.0,60.1204,57.9102
D001,2026-05-24 12:00:00,92,46.1,60.1204,57.9102
D001,2026-05-24 13:00:00,85,43.2,60.1204,57.9102
D001,2026-05-24 14:00:00,101,44.6,60.1204,57.9102
D001,2026-05-24 15:00:00,151,40.5,60.1204,57.9102
D001,2026-05-24 16:00:00,181,42.2,60.1204,57.9102
D001,2026-05-24 17:00:00,243,38.9,60.1204,57.9102
D001,2026-05-24 18:00:00,271,36.8,60.1204,57.9102
D001,2026-05-24 19:00:00,232,40.7,60.1204,57.9102
D001,2026-05-24 20:00:00,170,44.5,60.1204,57.9102
D001,2026-05-24 21:00:00,139,40.2,60.1204,57.9102
D001,2026-05-24 22:00:00,107,44.5,60.1204,57.9102
D001,2026-05-24 23:00:00,102,46.9,60.1204,57.9102
D001,2026-05-25 00:00:00,28,45.4,60.1204,57.9102
D001,2026-05-25 01:00:00,23,45.0,60.1204,57.9102
D001,2026-05-25 02:00:00,21,47.9,60.1204,57.9102
D001,2026-05-25 03:00:00,35,45.7,60.1204,57.9102
D001,2026-05-25 04:00:00,25,47.9,60.1204,57.9102
D001,2026-05-25 05:00:00,151,40.3,60.1204,57.9102
D001,2026-05-25 06:00:00,224,39.4,60.1204,57.9102
D001,2026-05-25 07:00:00,288,39.5,60.1204,57.9102
D001,2026-05-25 08:00:00,361,35.2,60.1204,57.9102
D001,2026-05-25 09:00:00,310,38.1,60.1204,57.9102
D001,2026-05-25 10:00:00,226,41.9,60.1204,57.9102
D001,2026-05-25 11:00:00,190,41.4,60.1204,57.9102
D001,2026-05-25 12:00:00,137,45.0,60.1204,57.9102
D001,2026-05-25 13:00:00,119,41.3,60.1204,57.9102
D001,2026-05-25 14:00:00,158,38.9,60.1204,57.9102
D001,2026-05-25 15:00:00,220,42.1,60.1204,57.9102
D001,2026-05-25 16:00:00,267,38.6,60.1204,57.9102
D001,2026-05-25 17:00:00,374,32.6,60.1204,57.9102
D001,2026-05-25 18:00:00,357,33.9,60.1204,57.9102
D001,2026-05-25 19:00:00,338,33.7,60.1204,57.9102
D001,2026-05-25 20:00:00,266,38.8,60.1204,57.9102
D001,2026-05-25 21:00:00,173,45.3,60.1204,57.9102
D001,2026-05-25 22:00:00,117,41.0,60.1204,57.9102
D001,2026-05-25 23:00:00,129,42.9,60.1204,57.9102
D001,2026-05-26 00:00:00,42,45.1,60.1204,57.9102
D001,2026-05-26 01:00:00,16,46.0,60.1204,57.9102
D001,2026-05-26 02:00:00,22,48.4,60.1204,57.9102
D001,2026-05-26 03:00:00,26,48.7,60.1204,57.9102
D001,2026-05-26 04:00:00,49,48.5,60.1204,57.9102
D001,2026-05-26 05:00:00,176,43.4,60.1204,57.9102
D001,2026-05-26 06:00:00,240,38.3,60.1204,57.9102
D001,2026-05-26 07:00:00,303,33.2,60.1204,57.9102
D001,2026-05-26 08:00:00,351,34.0,60.1204,57.9102
D001,2026-05-26 09:00:00,315,37.9,60.1204,57.9102
D001,2026-05-26 10:00:00,202,38.6,60.1204,57.9102
D001,2026-05-26 11:00:00,154,41.4,60.1204,57.9102
D001,2026-05-26 12:00:00,132,40.7,60.1204,57.9102
D001,2026-05-26 13:00:00,126,39.8,60.1204,57.9102
D001,2026-05-26 14:00:00,103,45.9,60.1204,57.9102
D001,2026-05-26 15:00:00,164,40.9,60.1204,57.9102
D001,2026-05-26 16:00:00,238,36.4,60.1204,57.9102
D001,2026-05-26 17:00:00,335,35.1,60.1204,57.9102
D001,2026-05-26 18:00:00,395,34.9,60.1204,57.9102
D001,2026-05-26 19:00:00,338,37.6,60.1204,57.9102
D001,2026-05-26 20:00:00,283,38.8,60.1204,57.9102
D001,2026-05-26 21:00:00,180,43.8,60.1204,57.9102
D001,2026-05-26 22:00:00,174,43.2,60.1204,57.9102
D001,2026-05-26 23:00:00,154,44.5,60.1204,57.9102
D001,2026-05-27 00:00:00,49,43.9,60.1204,57.9102
D001,2026-05-27 01:00:00,14,47.4,60.1204,57.9102
D001,2026-05-27 02:00:00,10,46.3,60.1204,57.9102
D001,2026-05-27 03:00:00,50,44.8,60.1204,57.9102
D001,2026-05-27 04:00:00,48,43.3,60.1204,57.9102
D001,2026-05-27 05:00:00,151,44.9,60.1204,57.9102
D001,2026-05-27 06:00:00,230,40.4,60.1204,57.9102
D001,2026-05-27 07:00:00,338,38.8,60.1204,57.9102
D001,2026-05-27 08:00:00,330,39.1,60.1204,57.9102
D001,2026-05-27 09:00:00,297,37.4,60.1204,57.9102
D001,2026-05-27 10:00:00,227,42.3,60.1204,57.9102
D001,2026-05-27 11:00:00,140,44.0,60.1204,57.9102
D001,2026-05-27 12:00:00,139,44.8,60.1204,57.9102
D001,2026-05-27 13:00:00,121,45.9,60.1204,57.9102
D001,2026-05-27 14:00:00,129,45.9,60.1204,57.9102
D001,2026-05-27 15:00:00,194,38.0,60.1204,57.9102
D001,2026-05-27 16:00:00,271,38.7,60.1204,57.9102
D001,2026-05-27 17:00:00,336,34.4,60.1204,57.9102
D001,2026-05-27 18:00:00,373,31.5,60.1204,57.9102
D001,2026-05-27 19:00:00,373,32.2,60.1204,57.9102
D001,2026-05-27 20:00:00,251,41.6,60.1204,57.9102
D001,2026-05-27 21:00:00,198,42.5,60.1204,57.9102
D001,2026-05-27 22:00:00,169,41.3,60.1204,57.9102
D001,2026-05-27 23:00:00,104,46.1,60.1204,57.9102
D001,2026-05-28 00:00:00,48,45.6,60.1204,57.9102
D001,2026-05-28 01:00:00,11,50.3,60.1204,57.9102
D001,2026-05-28 02:00:00,45,43.4,60.1204,57.9102
D001,2026-05-28 03:00:00,49,43.1,60.1204,57.9102
D001,2026-05-28 04:00:00,29,44.5,60.1204,57.9102
D001,2026-05-28 05:00:00,148,40.9,60.1204,57.9102
D001,2026-05-28 06:00:00,216,41.9,60.1204,57.9102
D001,2026-05-28 07:00:00,313,38.2,60.1204,57.9102
D001,2026-05-28 08:00:00,366,34.1,60.1204,57.9102
D001,2026-05-28 09:00:00,309,38.1,60.1204,57.9102
D001,2026-05-28 10:00:00,257,40.8,60.1204,57.9102
D001,2026-05-28 11:00:00,185,43.6,60.1204,57.9102
D001,2026-05-28 12:00:00,148,38.8,60.1204,57.9102
D001,2026-05-28 13:00:00,141,43.4,60.1204,57.9102
D001,2026-05-28 14:00:00,143,41.7,60.1204,57.9102
D001,2026-05-28 15:00:00,180,42.5,60.1204,57.9102
D001,2026-05-28 16:00:00,278,34.8,60.1204,57.9102
D001,2026-05-28 17:00:00,346,34.4,60.1204,57.9102
D001,2026-05-28 18:00:00,360,36.0,60.1204,57.9102
D001,2026-05-28 19:00:00,337,34.5,60.1204,57.9102
D001,2026-05-28 20:00:00,249,39.7,60.1204,57.9102
D001,2026-05-28 21:00:00,187,38.9,60.1204,57.9102
D001,2026-05-28 22:00:00,127,43.1,60.1204,57.9102
D001,2026-05-28 23:00:00,130,41.0,60.1204,57.9102
D001,2026-05-29 00:00:00,43,44.7,60.1204,57.9102
D001,2026-05-29 01:00:00,83,43.0,60.1204,57.9102
D001,2026-05-29 02:00:00,20,47.7,60.1204,57.9102
D001,2026-05-29 03:00:00,19,49.1,60.1204,57.9102
D001,2026-05-29 04:00:00,70,44.6,60.1204,57.9102
D001,2026-05-29 05:00:00,163,41.0,60.1204,57.9102
D001,2026-05-29 06:00:00,227,43.0,60.1204,57.9102
D001,2026-05-29 07:00:00,324,34.4,60.1204,57.9102
D001,2026-05-29 08:00:00,374,37.2,60.1204,57.9102
D001,2026-05-29 09:00:00,316,35.3,60.1204,57.9102
D001,2026-05-29 10:00:00,228,38.1,60.1204,57.9102
D001,2026-05-29 11:00:00,169,41.3,60.1204,57.9102
D001,2026-05-29 12:00:00,89,46.9,60.1204,57.9102
D001,2026-05-29 13:00:00,128,45.8,60.1204,57.9102
D001,2026-05-29 14:00:00,140,43.4,60.1204,57.9102
D001,2026-05-29 15:00:00,208,41.4,60.1204,57.9102
D001,2026-05-29 16:00:00,268,45.5,60.1204,57.9102
D001,2026-05-29 17:00:00,340,36.2,60.1204,57.9102
D001,2026-05-29 18:00:00,409,31.6,60.1204,57.9102
D001,2026-05-29 19:00:00,324,33.3,60.1204,57.9102
D001,2026-05-29 20:00:00,273,39.6,60.1204,57.9102
D001,2026-05-29 21:00:00,201,37.8,60.1204,57.9102
D001,2026-05-29 22:00:00,160,44.9,60.1204,57.9102
D001,2026-05-29 23:00:00,121,43.8,60.1204,57.9102
D001,2026-05-30 00:00:00,37,47.5,60.1204,57.9102
D001,2026-05-30 01:00:00,36,44.3,60.1204,57.9102
D001,2026-05-30 02:00:00,21,44.6,60.1204,57.9102
D001,2026-05-30 03:00:00,36,47.9,60.1204,57.9102
D001,2026-05-30 04:00:00,25,47.8,60.1204,57.9102
D001,2026-05-30 05:00:00,87,46.8,60.1204,57.9102
D001,2026-05-30 06:00:00,155,42.7,60.1204,57.9102
D001,2026-05-30 07:00:00,241,37.7,60.1204,57.9102
D001,2026-05-30 08:00:00,271,38.6,60.1204,57.9102
D001,2026-05-30 09:00:00,222,41.3,60.1204,57.9102
D001,2026-05-30 10:00:00,141,44.3,60.1204,57.9102
D001,2026-05-30 11:00:00,116,46.1,60.1204,57.9102
D001,2026-05-30 12:00:00,89,44.0,60.1204,57.9102
D001,2026-05-30 13:00:00,96,44.4,60.1204,57.9102
D001,2026-05-30 14:00:00,81,44.7,60.1204,57.9102
D001,2026-05-30 15:00:00,158,42.2,60.1204,57.9102
D001,2026-05-30 16:00:00,174,43.4,60.1204,57.9102
D001,2026-05-30 17:00:00,213,35.7,60.1204,57.9102
D001,2026-05-30 18:00:00,272,38.7,60.1204,57.9102
D001,2026-05-30 19:00:00,250,37.1,60.1204,57.9102
D001,2026-05-30 20:00:00,187,38.2,60.1204,57.9102
D001,2026-05-30 21:00:00,139,39.5,60.1204,57.9102
D001,2026-05-30 22:00:00,99,45.0,60.1204,57.9102
D001,2026-05-30 23:00:00,56,44.9,60.1204,57.9102
D002,2026-05-01 00:00:00,57,45.8,60.1358,57.9221
D002,2026-05-01 01:00:00,15,44.3,60.1358,57.9221
D002,2026-05-01 02:00:00,20,40.5,60.1358,57.9221
D002,2026-05-01 03:00:00,72,43.4,60.1358,57.9221
D002,2026-05-01 04:00:00,33,43.5,60.1358,57.9221
D002,2026-05-01 05:00:00,210,38.3,60.1358,57.9221
D002,2026-05-01 06:00:00,321,36.1,60.1358,57.9221
D002,2026-05-01 07:00:00,327,33.9,60.1358,57.9221
D002,2026-05-01 08:00:00,415,31.6,60.1358,57.9221
D002,2026-05-01 09:00:00,381,31.6,60.1358,57.9221
D002,2026-05-01 10:00:00,261,39.5,60.1358,57.9221
D002,2026-05-01 11:00:00,209,36.5,60.1358,57.9221
D002,2026-05-01 12:00:00,172,40.5,60.1358,57.9221
D002,2026-05-01 13:00:00,177,36.6,60.1358,57.9221
D002,2026-05-01 14:00:00,190,37.2,60.1358,57.9221
D002,2026-05-01 15:00:00,253,36.3,60.1358,57.9221
D002,2026-05-01 16:00:00,285,35.9,60.1358,57.9221
D002,2026-05-01 17:00:00,392,32.2,60.1358,57.9221
D002,2026-05-01 18:00:00,466,29.7,60.1358,57.9221
D002,2026-05-01 19:00:00,397,30.1,60.1358,57.9221
D002,2026-05-01 20:00:00,311,34.5,60.1358,57.9221
D002,2026-05-01 21:00:00,256,38.2,60.1358,57.9221
D002,2026-05-01 22:00:00,167,42.0,60.1358,57.9221
D002,2026-05-01 23:00:00,127,41.8,60.1358,57.9221
D002,2026-05-02 00:00:00,27,43.7,60.1358,57.9221
D002,2026-05-02 01:00:00,42,41.3,60.1358,57.9221
D002,2026-05-02 02:00:00,45,42.7,60.1358,57.9221
D002,2026-05-02 03:00:00,74,41.2,60.1358,57.9221
D002,2026-05-02 04:00:00,57,43.8,60.1358,57.9221
D002,2026-05-02 05:00:00,121,43.5,60.1358,57.9221
D002,2026-05-02 06:00:00,183,33.8,60.1358,57.9221
D002,2026-05-02 07:00:00,290,38.0,60.1358,57.9221
D002,2026-05-02 08:00:00,309,34.5,60.1358,57.9221
D002,2026-05-02 09:00:00,303,36.8,60.1358,57.9221
D002,2026-05-02 10:00:00,190,40.1,60.1358,57.9221
D002,2026-05-02 11:00:00,120,39.3,60.1358,57.9221
D002,2026-05-02 12:00:00,96,36.4,60.1358,57.9221
D002,2026-05-02 13:00:00,90,44.1,60.1358,57.9221
D002,2026-05-02 14:00:00,107,39.7,60.1358,57.9221
D002,2026-05-02 15:00:00,146,41.7,60.1358,57.9221
D002,2026-05-02 16:00:00,235,38.3,60.1358,57.9221
D002,2026-05-02 17:00:00,303,32.7,60.1358,57.9221
D002,2026-05-02 18:00:00,319,36.6,60.1358,57.9221
D002,2026-05-02 19:00:00,304,36.9,60.1358,57.9221
D002,2026-05-02 20:00:00,178,41.3,60.1358,57.9221
D002,2026-05-02 21:00:00,158,44.2,60.1358,57.9221
D002,2026-05-02 22:00:00,117,40.7,60.1358,57.9221
D002,2026-05-02 23:00:00,121,38.6,60.1358,57.9221
D002,2026-05-03 00:00:00,46,41.3,60.1358,57.9221
D002,2026-05-03 01:00:00,54,44.2,60.1358,57.9221
D002,2026-05-03 02:00:00,39,41.3,60.1358,57.9221
D002,2026-05-03 03:00:00,27,43.9,60.1358,57.9221
D002,2026-05-03 04:00:00,10,42.5,60.1358,57.9221
D002,2026-05-03 05:00:00,159,36.6,60.1358,57.9221
D002,2026-05-03 06:00:00,225,36.1,60.1358,57.9221
D002,2026-05-03 07:00:00,280,33.4,60.1358,57.9221
D002,2026-05-03 08:00:00,317,35.9,60.1358,57.9221
D002,2026-05-03 09:00:00,295,38.5,60.1358,57.9221
D002,2026-05-03 10:00:00,225,38.0,60.1358,57.9221
D002,2026-05-03 11:00:00,121,43.4,60.1358,57.9221
D002,2026-05-03 12:00:00,92,40.4,60.1358,57.9221
D002,2026-05-03 13:00:00,124,41.4,60.1358,57.9221
D002,2026-05-03 14:00:00,155,39.5,60.1358,57.9221
D002,2026-05-03 15:00:00,137,39.4,60.1358,57.9221
D002,2026-05-03 16:00:00,238,36.4,60.1358,57.9221
D002,2026-05-03 17:00:00,331,33.9,60.1358,57.9221
D002,2026-05-03 18:00:00,311,36.1,60.1358,57.9221
D002,2026-05-03 19:00:00,285,39.5,60.1358,57.9221
D002,2026-05-03 20:00:00,239,34.0,60.1358,57.9221
D002,2026-05-03 21:00:00,187,43.8,60.1358,57.9221
D002,2026-05-03 22:00:00,90,43.4,60.1358,57.9221
D002,2026-05-03 23:00:00,118,41.0,60.1358,57.9221
D002,2026-05-04 00:00:00,49,43.7,60.1358,57.9221
D002,2026-05-04 01:00:00,30,46.2,60.1358,57.9221
D002,2026-05-04 02:00:00,18,47.8,60.1358,57.9221
D002,2026-05-04 03:00:00,71,39.3,60.1358,57.9221
D002,2026-05-04 04:00:00,47,45.8,60.1358,57.9221
D002,2026-05-04 05:00:00,189,38.2,60.1358,57.9221
D002,2026-05-04 06:00:00,273,38.7,60.1358,57.9221
D002,2026-05-04 07:00:00,370,33.3,60.1358,57.9221
D002,2026-05-04 08:00:00,438,30.9,60.1358,57.9221
D002,2026-05-04 09:00:00,365,30.5,60.1358,57.9221
D002,2026-05-04 10:00:00,253,34.1,60.1358,57.9221
D002,2026-05-04 11:00:00,168,37.6,60.1358,57.9221
D002,2026-05-04 12:00:00,165,39.4,60.1358,57.9221
D002,2026-05-04 13:00:00,140,37.7,60.1358,57.9221
D002,2026-05-04 14:00:00,158,36.4,60.1358,57.9221
D002,2026-05-04 15:00:00,210,39.5,60.1358,57.9221
D002,2026-05-04 16:00:00,301,35.4,60.1358,57.9221
D002,2026-05-04 17:00:00,413,37.4,60.1358,57.9221
D002,2026-05-04 18:00:00,435,31.9,60.1358,57.9221
D002,2026-05-04 19:00:00,418,30.2,60.1358,57.9221
D002,2026-05-04 20:00:00,332,34.8,60.1358,57.9221
D002,2026-05-04 21:00:00,213,38.8,60.1358,57.9221
D002,2026-05-04 22:00:00,183,41.6,60.1358,57.9221
D002,2026-05-04 23:00:00,141,43.2,60.1358,57.9221
D002,2026-05-05 00:00:00,39,38.5,60.1358,57.9221
D002,2026-05-05 01:00:00,52,42.3,60.1358,57.9221
D002,2026-05-05 02:00:00,27,45.3,60.1358,57.9221
D002,2026-05-05 03:00:00,35,45.2,60.1358,57.9221
D002,2026-05-05 04:00:00,46,44.3,60.1358,57.9221
D002,2026-05-05 05:00:00,210,39.0,60.1358,57.9221
D002,2026-05-05 06:00:00,262,38.5,60.1358,57.9221
D002,2026-05-05 07:00:00,381,37.4,60.1358,57.9221
D002,2026-05-05 08:00:00,437,33.0,60.1358,57.9221
D002,2026-05-05 09:00:00,367,32.5,60.1358,57.9221
D002,2026-05-05 10:00:00,282,33.3,60.1358,57.9221
D002,2026-05-05 11:00:00,177,38.7,60.1358,57.9221
D002,2026-05-05 12:00:00,159,39.9,60.1358,57.9221
D002,2026-05-05 13:00:00,175,38.1,60.1358,57.9221
D002,2026-05-05 14:00:00,188,38.3,60.1358,57.9221
D002,2026-05-05 15:00:00,229,38.0,60.1358,57.9221
D002,2026-05-05 16:00:00,289,35.8,60.1358,57.9221
D002,2026-05-05 17:00:00,413,30.0,60.1358,57.9221
D002,2026-05-05 18:00:00,434,30.5,60.1358,57.9221
D002,2026-05-05 19:00:00,390,34.7,60.1358,57.9221
D002,2026-05-05 20:00:00,322,31.0,60.1358,57.9221
D002,2026-05-05 21:00:00,220,39.3,60.1358,57.9221
D002,2026-05-05 22:00:00,165,38.6,60.1358,57.9221
D002,2026-05-05 23:00:00,145,39.5,60.1358,57.9221
D002,2026-05-06 00:00:00,12,43.6,60.1358,57.9221
D002,2026-05-06 01:00:00,32,49.6,60.1358,57.9221
D002,2026-05-06 02:00:00,39,41.9,60.1358,57.9221
D002,2026-05-06 03:00:00,61,41.9,60.1358,57.9221
D002,2026-05-06 04:00:00,52,40.6,60.1358,57.9221
D002,2026-05-06 05:00:00,226,36.1,60.1358,57.9221
D002,2026-05-06 06:00:00,287,38.2,60.1358,57.9221
D002,2026-05-06 07:00:00,375,33.2,60.1358,57.9221
D002,2026-05-06 08:00:00,439,32.8,60.1358,57.9221
D002,2026-05-06 09:00:00,361,34.0,60.1358,57.9221
D002,2026-05-06 10:00:00,264,34.7,60.1358,57.9221
D002,2026-05-06 11:00:00,187,41.3,60.1358,57.9221
D002,2026-05-06 12:00:00,189,44.3,60.1358,57.9221
D002,2026-05-06 13:00:00,154,37.7,60.1358,57.9221
D002,2026-05-06 14:00:00,159,42.9,60.1358,57.9221
D002,2026-05-06 15:00:00,205,37.4,60.1358,57.9221
D002,2026-05-06 16:00:00,316,38.7,60.1358,57.9221
D002,2026-05-06 17:00:00,406,34.7,60.1358,57.9221
D002,2026-05-06 18:00:00,491,29.5,60.1358,57.9221
D002,2026-05-06 19:00:00,433,28.1,60.1358,57.9221
D002,2026-05-06 20:00:00,324,34.2,60.1358,57.9221
D002,2026-05-06 21:00:00,186,39.5,60.1358,57.9221
D002,2026-05-06 22:00:00,182,35.0,60.1358,57.9221
D002,2026-05-06 23:00:00,126,38.7,60.1358,57.9221
D002,2026-05-07 00:00:00,33,42.4,60.1358,57.9221
D002,2026-05-07 01:00:00,25,41.1,60.1358,57.9221
D002,2026-05-07 02:00:00,48,41.6,60.1358,57.9221
D002,2026-05-07 03:00:00,41,42.3,60.1358,57.9221
D002,2026-05-07 04:00:00,55,42.1,60.1358,57.9221
D002,2026-05-07 05:00:00,214,38.1,60.1358,57.9221
D002,2026-05-07 06:00:00,297,38.2,60.1358,57.9221
D002,2026-05-07 07:00:00,355,35.8,60.1358,57.9221
